
---------- Begin Simulation Statistics ----------
final_tick                                 5193945000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                  87903                       # Simulator instruction rate (inst/s)
host_mem_usage                                1206052                       # Number of bytes of host memory used
host_op_rate                                   157712                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   220.30                       # Real time elapsed on the host
host_tick_rate                               23576835                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    19365005                       # Number of instructions simulated
sim_ops                                      34743763                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.005194                       # Number of seconds simulated
sim_ticks                                  5193945000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  10399279                       # number of cc regfile reads
system.cpu.cc_regfile_writes                  5845807                       # number of cc regfile writes
system.cpu.committedInsts                    19365005                       # Number of Instructions Simulated
system.cpu.committedOps                      34743763                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.536426                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.536426                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                   2189475                       # number of floating regfile reads
system.cpu.fp_regfile_writes                  3620254                       # number of floating regfile writes
system.cpu.idleCycles                           97227                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                18493                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                  3314703                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     3.386840                       # Inst execution rate
system.cpu.iew.exec_refs                     12138593                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    4093857                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  155995                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               8079541                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                 43                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts               405                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              4114231                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            35445138                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               8044736                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts             48370                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              35182123                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                    846                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                135138                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  18128                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                137667                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            507                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        13329                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect           5164                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  33054574                       # num instructions consuming a value
system.cpu.iew.wb_count                      35154282                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.705975                       # average fanout of values written-back
system.cpu.iew.wb_producers                  23335692                       # num instructions producing a value
system.cpu.iew.wb_rate                       3.384160                       # insts written-back per cycle
system.cpu.iew.wb_sent                       35164989                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 55630631                       # number of integer regfile reads
system.cpu.int_regfile_writes                24165144                       # number of integer regfile writes
system.cpu.ipc                               1.864190                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.864190                       # IPC: Total IPC of All Threads
system.cpu.icache.ReadReq_mshr_miss_latency::.cpu.inst     97252000                       # number of ReadReq MSHR miss cycles
system.cpu.icache.ReadReq_mshr_miss_latency::total     97252000                       # number of ReadReq MSHR miss cycles
system.cpu.icache.ReadReq_mshr_miss_rate::.cpu.inst     0.000447                       # mshr miss rate for ReadReq accesses
system.cpu.icache.ReadReq_mshr_miss_rate::total     0.000447                       # mshr miss rate for ReadReq accesses
system.cpu.icache.ReadReq_avg_mshr_miss_latency::.cpu.inst 70066.282421                       # average ReadReq mshr miss latency
system.cpu.icache.ReadReq_avg_mshr_miss_latency::total 70066.282421                       # average ReadReq mshr miss latency
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.icache.tags.tagsinuse           747.710478                       # Cycle average of tags in use
system.cpu.icache.tags.total_refs             3101283                       # Total number of references to valid blocks.
system.cpu.icache.tags.sampled_refs              1387                       # Sample count of references to valid blocks.
system.cpu.icache.tags.avg_refs           2235.964672                       # Average number of references to valid blocks.
system.cpu.icache.tags.warmup_cycle             82000                       # Cycle when the warmup percentage was hit.
system.cpu.icache.tags.occ_blocks::.cpu.inst   747.710478                       # Average occupied blocks per requestor
system.cpu.icache.tags.occ_percent::.cpu.inst     0.730186                       # Average percentage of cache occupancy
system.cpu.icache.tags.occ_percent::total     0.730186                       # Average percentage of cache occupancy
system.cpu.icache.tags.occ_task_id_blocks::1024          880                       # Occupied blocks per task id
system.cpu.icache.tags.age_task_id_blocks_1024::0           90                       # Occupied blocks per task id
system.cpu.icache.tags.age_task_id_blocks_1024::2          317                       # Occupied blocks per task id
system.cpu.icache.tags.age_task_id_blocks_1024::3          473                       # Occupied blocks per task id
system.cpu.icache.tags.occ_task_id_percent::1024     0.859375                       # Percentage of cache occupancy per task id
system.cpu.icache.tags.tag_accesses           6204885                       # Number of tag accesses
system.cpu.icache.tags.data_accesses          6204885                       # Number of data accesses
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks
system.cpu.itb.rdAccesses                           0                       # TLB accesses on read requests
system.cpu.itb.wrAccesses                     3102971                       # TLB accesses on write requests
system.cpu.itb.rdMisses                             0                       # TLB misses on read requests
system.cpu.itb.wrMisses                          1360                       # TLB misses on write requests
system.cpu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.itb_walker_cache.blocked_cycles::no_mshrs            0                       # number of cycles access was blocked
system.cpu.itb_walker_cache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu.itb_walker_cache.blocked::no_mshrs            0                       # number of cycles access was blocked
system.cpu.itb_walker_cache.blocked::no_targets            0                       # number of cycles access was blocked
system.cpu.itb_walker_cache.avg_blocked_cycles::no_mshrs          nan                       # average number of cycles each access was blocked
system.cpu.itb_walker_cache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu.itb_walker_cache.replacements            0                       # number of replacements
system.cpu.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.itb_walker_cache.tags.tagsinuse            0                       # Cycle average of tags in use
system.cpu.itb_walker_cache.tags.total_refs            0                       # Total number of references to valid blocks.
system.cpu.itb_walker_cache.tags.sampled_refs            0                       # Sample count of references to valid blocks.
system.cpu.itb_walker_cache.tags.avg_refs          nan                       # Average number of references to valid blocks.
system.cpu.itb_walker_cache.tags.warmup_cycle            0                       # Cycle when the warmup percentage was hit.
system.cpu.itb_walker_cache.tags.tag_accesses            0                       # Number of tag accesses
system.cpu.itb_walker_cache.tags.data_accesses            0                       # Number of data accesses
system.cpu.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.lsq0.forwLoads                     4223526                       # Number of loads that had data forwarded from stores
system.cpu.lsq0.squashedLoads                  108639                       # Number of loads squashed
system.cpu.lsq0.ignoredResponses                   60                       # Number of memory responses ignored because the instruction is squashed
system.cpu.lsq0.memOrderViolation                 507                       # Number of memory ordering violations
system.cpu.lsq0.squashedStores                  35561                       # Number of stores squashed
system.cpu.lsq0.rescheduledLoads                 7968                       # Number of loads that were rescheduled
system.cpu.lsq0.blockedByCache                    190                       # Number of times an access to memory failed due to the cache being blocked
system.cpu.power_state.pwrStateResidencyTicks::ON   5193945000                       # Cumulative time (in ticks) in various power states
system.cpu.rename.squashCycles                  18128                       # Number of cycles rename is squashing
system.cpu.rename.idleCycles                  2396554                       # Number of cycles rename is idle
system.cpu.rename.blockCycles                  349253                       # Number of cycles rename is blocking
system.cpu.rename.serializeStallCycles           2259                       # count of cycles rename stalledfor serializing inst
system.cpu.rename.runCycles                   5266516                       # Number of cycles rename is running
system.cpu.rename.unblockCycles               2257954                       # Number of cycles rename is unblocking
system.cpu.rename.renamedInsts               35555660                       # Number of instructions processed by rename
system.cpu.rename.ROBFullEvents                  2313                       # Number of times rename has blocked due to ROB full
system.cpu.rename.IQFullEvents                  37879                       # Number of times rename has blocked due to IQ full
system.cpu.rename.LQFullEvents                   6642                       # Number of times rename has blocked due to LQ full
system.cpu.rename.SQFullEvents                2204260                       # Number of times rename has blocked due to SQ full
system.cpu.rename.renamedOperands            34101862                       # Number of destination operands rename has renamed
system.cpu.rename.lookups                    87605130                       # Number of register rename lookups that rename has made
system.cpu.rename.intLookups                 56288432                       # Number of integer rename lookups
system.cpu.rename.fpLookups                   2202593                       # Number of floating rename lookups
system.cpu.rename.committedMaps              33148068                       # Number of HB maps that are committed
system.cpu.rename.undoneMaps                   953788                       # Number of HB maps that are undone due to squashing
system.cpu.rename.serializing                      58                       # count of serializing insts renamed
system.cpu.rename.tempSerializing                  46                       # count of temporary serializing insts renamed
system.cpu.rename.skidInsts                   3054002                       # count of insts added to the skid buffer
system.cpu.rob.reads                         42625910                       # The number of ROB reads
system.cpu.rob.writes                        70879302                       # The number of ROB writes
system.cpu.thread_0.numInsts                 19365005                       # Number of Instructions committed
system.cpu.thread_0.numOps                   34743763                       # Number of Ops committed
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References
system.cpu_clk_domain.clock                       500                       # Clock period in ticks
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts
system.l2.demand_hits::.cpu.inst                   48                       # number of demand (read+write) hits
system.l2.demand_hits::.cpu.data                 4794                       # number of demand (read+write) hits
system.l2.demand_hits::total                     4842                       # number of demand (read+write) hits
system.l2.overall_hits::.cpu.inst                  48                       # number of overall hits
system.l2.overall_hits::.cpu.data                4794                       # number of overall hits
system.l2.overall_hits::total                    4842                       # number of overall hits
system.l2.demand_misses::.cpu.inst               1335                       # number of demand (read+write) misses
system.l2.demand_misses::.cpu.data               5695                       # number of demand (read+write) misses
system.l2.demand_misses::total                   7030                       # number of demand (read+write) misses
system.l2.overall_misses::.cpu.inst              1335                       # number of overall misses
system.l2.overall_misses::.cpu.data              5695                       # number of overall misses
system.l2.overall_misses::total                  7030                       # number of overall misses
system.l2.demand_miss_latency::.cpu.inst     94628500                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::.cpu.data    401665500                       # number of demand (read+write) miss cycles
system.l2.demand_miss_latency::total        496294000                       # number of demand (read+write) miss cycles
system.l2.overall_miss_latency::.cpu.inst     94628500                       # number of overall miss cycles
system.l2.overall_miss_latency::.cpu.data    401665500                       # number of overall miss cycles
system.l2.overall_miss_latency::total       496294000                       # number of overall miss cycles
system.l2.demand_accesses::.cpu.inst             1383                       # number of demand (read+write) accesses
system.l2.demand_accesses::.cpu.data            10489                       # number of demand (read+write) accesses
system.l2.demand_accesses::total                11872                       # number of demand (read+write) accesses
system.l2.overall_accesses::.cpu.inst            1383                       # number of overall (read+write) accesses
system.l2.overall_accesses::.cpu.data           10489                       # number of overall (read+write) accesses
system.l2.overall_accesses::total               11872                       # number of overall (read+write) accesses
system.l2.demand_miss_rate::.cpu.inst        0.965293                       # miss rate for demand accesses
system.l2.demand_miss_rate::.cpu.data        0.542950                       # miss rate for demand accesses
system.l2.demand_miss_rate::total            0.592150                       # miss rate for demand accesses
system.l2.overall_miss_rate::.cpu.inst       0.965293                       # miss rate for overall accesses
system.l2.overall_miss_rate::.cpu.data       0.542950                       # miss rate for overall accesses
system.l2.overall_miss_rate::total           0.592150                       # miss rate for overall accesses
system.l2.demand_avg_miss_latency::.cpu.inst 70882.771536                       # average overall miss latency
system.l2.demand_avg_miss_latency::.cpu.data 70529.499561                       # average overall miss latency
system.l2.demand_avg_miss_latency::total 70596.586060                       # average overall miss latency
system.l2.overall_avg_miss_latency::.cpu.inst 70882.771536                       # average overall miss latency
system.l2.overall_avg_miss_latency::.cpu.data 70529.499561                       # average overall miss latency
system.l2.overall_avg_miss_latency::total 70596.586060                       # average overall miss latency
system.l2.blocked_cycles::no_mshrs                  0                       # number of cycles access was blocked
system.l2.blocked_cycles::no_targets                0                       # number of cycles access was blocked
system.l2.blocked::no_mshrs                         0                       # number of cycles access was blocked
system.l2.blocked::no_targets                       0                       # number of cycles access was blocked
system.l2.avg_blocked_cycles::no_mshrs            nan                       # average number of cycles each access was blocked
system.l2.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.l2.writebacks::.writebacks                  60                       # number of writebacks
system.l2.writebacks::total                        60                       # number of writebacks
system.l2.demand_mshr_misses::.cpu.inst          1335                       # number of demand (read+write) MSHR misses
system.l2.demand_mshr_misses::.cpu.data          5695                       # number of demand (read+write) MSHR misses
system.l2.demand_mshr_misses::total              7030                       # number of demand (read+write) MSHR misses
system.l2.overall_mshr_misses::.cpu.inst         1335                       # number of overall MSHR misses
system.l2.overall_mshr_misses::.cpu.data         5695                       # number of overall MSHR misses
system.l2.overall_mshr_misses::total             7030                       # number of overall MSHR misses
system.l2.demand_mshr_miss_latency::.cpu.inst     81288500                       # number of demand (read+write) MSHR miss cycles
system.l2.demand_mshr_miss_latency::.cpu.data    344715500                       # number of demand (read+write) MSHR miss cycles
system.l2.demand_mshr_miss_latency::total    426004000                       # number of demand (read+write) MSHR miss cycles
system.l2.overall_mshr_miss_latency::.cpu.inst     81288500                       # number of overall MSHR miss cycles
system.l2.overall_mshr_miss_latency::.cpu.data    344715500                       # number of overall MSHR miss cycles
system.l2.overall_mshr_miss_latency::total    426004000                       # number of overall MSHR miss cycles
system.l2.demand_mshr_miss_rate::.cpu.inst     0.965293                       # mshr miss rate for demand accesses
system.l2.demand_mshr_miss_rate::.cpu.data     0.542950                       # mshr miss rate for demand accesses
system.l2.demand_mshr_miss_rate::total       0.592150                       # mshr miss rate for demand accesses
system.l2.overall_mshr_miss_rate::.cpu.inst     0.965293                       # mshr miss rate for overall accesses
system.l2.overall_mshr_miss_rate::.cpu.data     0.542950                       # mshr miss rate for overall accesses
system.l2.overall_mshr_miss_rate::total      0.592150                       # mshr miss rate for overall accesses
system.l2.demand_avg_mshr_miss_latency::.cpu.inst 60890.262172                       # average overall mshr miss latency
system.l2.demand_avg_mshr_miss_latency::.cpu.data 60529.499561                       # average overall mshr miss latency
system.l2.demand_avg_mshr_miss_latency::total 60598.008535                       # average overall mshr miss latency
system.l2.overall_avg_mshr_miss_latency::.cpu.inst 60890.262172                       # average overall mshr miss latency
system.l2.overall_avg_mshr_miss_latency::.cpu.data 60529.499561                       # average overall mshr miss latency
system.l2.overall_avg_mshr_miss_latency::total 60598.008535                       # average overall mshr miss latency
system.l2.replacements                            319                       # number of replacements
system.l2.WritebackDirty_hits::.writebacks         6774                       # number of WritebackDirty hits
system.l2.WritebackDirty_hits::total             6774                       # number of WritebackDirty hits
system.l2.WritebackDirty_accesses::.writebacks         6774                       # number of WritebackDirty accesses(hits+misses)
system.l2.WritebackDirty_accesses::total         6774                       # number of WritebackDirty accesses(hits+misses)
system.l2.WritebackClean_hits::.writebacks          503                       # number of WritebackClean hits
system.l2.WritebackClean_hits::total              503                       # number of WritebackClean hits
system.l2.WritebackClean_accesses::.writebacks          503                       # number of WritebackClean accesses(hits+misses)
system.l2.WritebackClean_accesses::total          503                       # number of WritebackClean accesses(hits+misses)
system.l2.UpgradeReq_hits::.cpu.data                1                       # number of UpgradeReq hits
system.l2.UpgradeReq_hits::total                    1                       # number of UpgradeReq hits
system.l2.UpgradeReq_accesses::.cpu.data            1                       # number of UpgradeReq accesses(hits+misses)
system.l2.UpgradeReq_accesses::total                1                       # number of UpgradeReq accesses(hits+misses)
system.l2.ReadExReq_hits::.cpu.data                87                       # number of ReadExReq hits
system.l2.ReadExReq_hits::total                    87                       # number of ReadExReq hits
system.l2.ReadExReq_misses::.cpu.data            3560                       # number of ReadExReq misses
system.l2.ReadExReq_misses::total                3560                       # number of ReadExReq misses
system.l2.ReadExReq_miss_latency::.cpu.data    246991500                       # number of ReadExReq miss cycles
system.l2.ReadExReq_miss_latency::total     246991500                       # number of ReadExReq miss cycles
system.l2.ReadExReq_accesses::.cpu.data          3647                       # number of ReadExReq accesses(hits+misses)
system.l2.ReadExReq_accesses::total              3647                       # number of ReadExReq accesses(hits+misses)
system.l2.ReadExReq_miss_rate::.cpu.data     0.976145                       # miss rate for ReadExReq accesses
system.l2.ReadExReq_miss_rate::total         0.976145                       # miss rate for ReadExReq accesses
system.l2.ReadExReq_avg_miss_latency::.cpu.data 69379.634831                       # average ReadExReq miss latency
system.l2.ReadExReq_avg_miss_latency::total 69379.634831                       # average ReadExReq miss latency
system.l2.ReadExReq_mshr_misses::.cpu.data         3560                       # number of ReadExReq MSHR misses
system.l2.ReadExReq_mshr_misses::total           3560                       # number of ReadExReq MSHR misses
system.l2.ReadExReq_mshr_miss_latency::.cpu.data    211391500                       # number of ReadExReq MSHR miss cycles
system.l2.ReadExReq_mshr_miss_latency::total    211391500                       # number of ReadExReq MSHR miss cycles
system.l2.ReadExReq_mshr_miss_rate::.cpu.data     0.976145                       # mshr miss rate for ReadExReq accesses
system.l2.ReadExReq_mshr_miss_rate::total     0.976145                       # mshr miss rate for ReadExReq accesses
system.l2.ReadExReq_avg_mshr_miss_latency::.cpu.data 59379.634831                       # average ReadExReq mshr miss latency
system.l2.ReadExReq_avg_mshr_miss_latency::total 59379.634831                       # average ReadExReq mshr miss latency
system.l2.ReadCleanReq_hits::.cpu.inst             48                       # number of ReadCleanReq hits
system.l2.ReadCleanReq_hits::total                 48                       # number of ReadCleanReq hits
system.l2.ReadCleanReq_misses::.cpu.inst         1335                       # number of ReadCleanReq misses
system.l2.ReadCleanReq_misses::total             1335                       # number of ReadCleanReq misses
system.l2.ReadCleanReq_miss_latency::.cpu.inst     94628500                       # number of ReadCleanReq miss cycles
system.l2.ReadCleanReq_miss_latency::total     94628500                       # number of ReadCleanReq miss cycles
system.l2.ReadCleanReq_accesses::.cpu.inst         1383                       # number of ReadCleanReq accesses(hits+misses)
system.l2.ReadCleanReq_accesses::total           1383                       # number of ReadCleanReq accesses(hits+misses)
system.l2.ReadCleanReq_miss_rate::.cpu.inst     0.965293                       # miss rate for ReadCleanReq accesses
system.l2.ReadCleanReq_miss_rate::total      0.965293                       # miss rate for ReadCleanReq accesses
system.l2.ReadCleanReq_avg_miss_latency::.cpu.inst 70882.771536                       # average ReadCleanReq miss latency
system.l2.ReadCleanReq_avg_miss_latency::total 70882.771536                       # average ReadCleanReq miss latency
system.l2.ReadCleanReq_mshr_misses::.cpu.inst         1335                       # number of ReadCleanReq MSHR misses
system.l2.ReadCleanReq_mshr_misses::total         1335                       # number of ReadCleanReq MSHR misses
system.l2.ReadCleanReq_mshr_miss_latency::.cpu.inst     81288500                       # number of ReadCleanReq MSHR miss cycles
system.l2.ReadCleanReq_mshr_miss_latency::total     81288500                       # number of ReadCleanReq MSHR miss cycles
system.l2.ReadCleanReq_mshr_miss_rate::.cpu.inst     0.965293                       # mshr miss rate for ReadCleanReq accesses
system.l2.ReadCleanReq_mshr_miss_rate::total     0.965293                       # mshr miss rate for ReadCleanReq accesses
system.l2.ReadCleanReq_avg_mshr_miss_latency::.cpu.inst 60890.262172                       # average ReadCleanReq mshr miss latency
system.l2.ReadCleanReq_avg_mshr_miss_latency::total 60890.262172                       # average ReadCleanReq mshr miss latency
system.l2.ReadSharedReq_hits::.cpu.data          4707                       # number of ReadSharedReq hits
system.l2.ReadSharedReq_hits::total              4707                       # number of ReadSharedReq hits
system.l2.ReadSharedReq_misses::.cpu.data         2135                       # number of ReadSharedReq misses
system.l2.ReadSharedReq_misses::total            2135                       # number of ReadSharedReq misses
system.l2.ReadSharedReq_miss_latency::.cpu.data    154674000                       # number of ReadSharedReq miss cycles
system.l2.ReadSharedReq_miss_latency::total    154674000                       # number of ReadSharedReq miss cycles
system.l2.ReadSharedReq_accesses::.cpu.data         6842                       # number of ReadSharedReq accesses(hits+misses)
system.l2.ReadSharedReq_accesses::total          6842                       # number of ReadSharedReq accesses(hits+misses)
system.l2.ReadSharedReq_miss_rate::.cpu.data     0.312043                       # miss rate for ReadSharedReq accesses
system.l2.ReadSharedReq_miss_rate::total     0.312043                       # miss rate for ReadSharedReq accesses
system.l2.ReadSharedReq_avg_miss_latency::.cpu.data 72446.838407                       # average ReadSharedReq miss latency
system.l2.ReadSharedReq_avg_miss_latency::total 72446.838407                       # average ReadSharedReq miss latency
system.l2.ReadSharedReq_mshr_misses::.cpu.data         2135                       # number of ReadSharedReq MSHR misses
system.l2.ReadSharedReq_mshr_misses::total         2135                       # number of ReadSharedReq MSHR misses
system.l2.ReadSharedReq_mshr_miss_latency::.cpu.data    133324000                       # number of ReadSharedReq MSHR miss cycles
system.l2.ReadSharedReq_mshr_miss_latency::total    133324000                       # number of ReadSharedReq MSHR miss cycles
system.l2.ReadSharedReq_mshr_miss_rate::.cpu.data     0.312043                       # mshr miss rate for ReadSharedReq accesses
system.l2.ReadSharedReq_mshr_miss_rate::total     0.312043                       # mshr miss rate for ReadSharedReq accesses
system.l2.ReadSharedReq_avg_mshr_miss_latency::.cpu.data 62446.838407                       # average ReadSharedReq mshr miss latency
system.l2.ReadSharedReq_avg_mshr_miss_latency::total 62446.838407                       # average ReadSharedReq mshr miss latency
system.l2.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.l2.tags.tagsinuse                  4152.074419                       # Cycle average of tags in use
system.l2.tags.total_refs                       21836                       # Total number of references to valid blocks.
system.l2.tags.sampled_refs                      7099                       # Sample count of references to valid blocks.
system.l2.tags.avg_refs                      3.075926                       # Average number of references to valid blocks.
system.l2.tags.warmup_cycle                     71500                       # Cycle when the warmup percentage was hit.
system.l2.tags.occ_blocks::.writebacks      10.346912                       # Average occupied blocks per requestor
system.l2.tags.occ_blocks::.cpu.inst       929.476072                       # Average occupied blocks per requestor
system.l2.tags.occ_blocks::.cpu.data      3212.251436                       # Average occupied blocks per requestor
system.l2.tags.occ_percent::.writebacks      0.001263                       # Average percentage of cache occupancy
system.l2.tags.occ_percent::.cpu.inst        0.113461                       # Average percentage of cache occupancy
system.l2.tags.occ_percent::.cpu.data        0.392121                       # Average percentage of cache occupancy
system.l2.tags.occ_percent::total            0.506845                       # Average percentage of cache occupancy
system.l2.tags.occ_task_id_blocks::1024          6780                       # Occupied blocks per task id
system.l2.tags.age_task_id_blocks_1024::0           97                       # Occupied blocks per task id
system.l2.tags.age_task_id_blocks_1024::2         1427                       # Occupied blocks per task id
system.l2.tags.age_task_id_blocks_1024::3         5256                       # Occupied blocks per task id
system.l2.tags.occ_task_id_percent::1024     0.827637                       # Percentage of cache occupancy per task id
system.l2.tags.tag_accesses                    181795                       # Number of tag accesses
system.l2.tags.data_accesses                   181795                       # Number of data accesses
system.l2.tags.power_state.pwrStateResidencyTicks::UNDEFINED   5193945000                       # Cumulative time (in ticks) in various power states
system.mem_ctrls.avgPriority_.writebacks::samples        60.00                       # Average QoS priority value for accepted requests
system.mem_ctrls.avgPriority_.cpu.inst::samples      1334.00                       # Average QoS priority value for accepted requests
system.mem_ctrls.avgPriority_.cpu.data::samples      5694.00                       # Average QoS priority value for accepted requests
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (s)
system.mem_ctrls.priorityMaxLatency      0.001873212500                       # per QoS priority maximum request to response latency (s)
system.mem_ctrls.numReadWriteTurnArounds            2                       # Number of turnarounds from READ to WRITE
system.mem_ctrls.numWriteReadTurnArounds            2                       # Number of turnarounds from WRITE to READ
system.mem_ctrls.numStayReadState               15412                       # Number of times bus staying in READ state
system.mem_ctrls.numStayWriteState                 30                       # Number of times bus staying in WRITE state
system.mem_ctrls.readReqs                        7029                       # Number of read requests accepted
system.mem_ctrls.writeReqs                         60                       # Number of write requests accepted
system.mem_ctrls.readBursts                      7029                       # Number of controller read bursts, including those serviced by the write queue
system.mem_ctrls.writeBursts                       60                       # Number of controller write bursts, including those merged in the write queue
system.mem_ctrls.servicedByWrQ                      1                       # Number of controller read bursts serviced by the write queue
system.mem_ctrls.mergedWrBursts                     0                       # Number of controller write bursts merged with an existing one
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write
system.mem_ctrls.avgRdQLen                       1.18                       # Average read queue length when enqueuing
system.mem_ctrls.avgWrQLen                       5.35                       # Average write queue length when enqueuing
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2)
system.mem_ctrls.readPktSize::6                  7029                       # Read request sizes (log2)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2)
system.mem_ctrls.writePktSize::6                   60                       # Write request sizes (log2)
system.mem_ctrls.rdQLenPdf::0                    5649                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::1                     983                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::2                     306                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::3                      85                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::4                       5                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::5                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::6                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::7                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see
